Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Population ages 20-24, male (% of male population)",8.30436026023959,8.18996135911322,8.06254787369958,7.93737957503771,7.83697846175647,7.76921322778383,7.72813499984036,7.71003203007504,7.70490897756566,7.80194094735605,8.02926293641978,8.27447709592793,8.53457836070875,8.81291412981948,9.01533924726593,9.13770411165827,9.23554262370266,9.31047729349283,9.35077885817902,9.36150070541736,9.35759388093821,9.33870218574011,9.31337065032118,9.28862139848274,9.26300656029854,9.22472387632409,9.17263181061787,9.12024352093293,9.07708499788856,9.04084379610152,9.01568567340271,9.00772928546902,9.01060453207188,9.02135802035796,9.04229886194598,9.06583025868917,9.09038877989731,9.11162963103499,9.12150973887191,9.13173718681412,9.1637549063534,9.2088233544296,9.25495168958635,9.31161976354954,9.37534579587678,9.4239365574252,9.46261670470573,9.49453834738583,9.50592504967484,9.49930889399947,9.47784293358945,9.44239400854952,9.4013603813722,9.36215526632249,9.32792565737952,9.3025245573944,9.27790672709696,9.25262693224628,9.22764747189335,9.19929904028085,9.18313543313787,9.19530061058965,9.1963691562388,9.16351470627055,9.10772194761183,9.01419529346668
"Population ages 25-29, female",16082677,16393587,16705853,16995432,17229077,17393542,17493824,17557964,17610109,17700830,17924093,18229093,18587103,18983414,19616486,20551250,21568612,22678763,23892180,25011232,25957084,26844617,27684932,28467942,29185079,29871009,30557461,31247221,31955885,32687549,33404691,34077615,34746014,35443137,36129722,36834598,37619141,38446537,39298769,40197088,41098225,41990370,42835813,43605360,44408460,45317076,46303578,47327883,48402316,49549244,50690963,51805152,52872813,53838390,54702275,55429866,56039606,56593383,57071892,57450398,57840211,58239306,58555075,58856179,59211688,59648619
"Population ages 25-29, female (% of female population)",7.61877890824306,7.58550130935214,7.55133903812368,7.50576276761959,7.43417829144119,7.33860239914943,7.22419262921867,7.09660465764737,6.96559605909989,6.85301469831143,6.78740302402456,6.75169906965275,6.73440153748285,6.72544705882238,6.79292569758263,6.95315620588778,7.13020579759334,7.32513394788864,7.54311008202466,7.71669888268321,7.8221442828944,7.90272504846361,7.96238460760429,7.99820690107646,8.00928197113217,8.00808849132699,8.00377724811617,7.99825819044291,7.99611988618795,7.99708292789713,7.99249663552377,7.97791098523026,7.96266170874414,7.95374880743459,7.94444650185127,7.93923782184476,7.94938901903106,7.96752854455083,7.98950523874742,8.01956683413719,8.04791391629735,8.07113657565473,8.08638915977826,8.09045303301424,8.10039221658907,8.13226838774275,8.17993518677894,8.23525509360103,8.30115637224294,8.37493234529733,8.44309759636657,8.50610755524862,8.56159699484794,8.60102982727207,8.62796835831015,8.63762527058657,8.62775339795044,8.61078587456369,8.58728968686683,8.55324890984778,8.52544382638682,8.51103687347962,8.48757417243293,8.45408424364183,8.42736201835469,8.41199454920308
"Population ages 25-29, male",16956309,17214822,17487138,17748840,17977552,18152192,18268659,18373801,18468308,18575671,18840944,19175596,19546285,20018922,20841163,22048200,23350087,24762588,26224647,27506919,28579364,29564114,30483938,31331884,32094972,32806877,33500397,34182243,34880380,35604499,36312779,36974903,37637491,38337353,39038413,39773034,40605695,41498729,42430910,43426732,44442280,45464476,46449866,47359096,48301967,49364168,50511328,51683677,52896199,54168403,55400620,56570680,57687065,58693231,59568361,60295610,60928394,61528594,62083691,62598774,63185626,63786666,64287447,64763212,65258361,65794157
"Population ages 25-29, male (% of male population)",7.53956361703607,7.47017569318903,7.40814818656862,7.34312837874893,7.26440180615357,7.17121446019488,7.06488025436735,6.9546942430131,6.84261409137732,6.74037856194572,6.68627277645908,6.65579658774536,6.63756278449666,6.64631993086526,6.76083297198632,6.98297280806344,7.22095719186056,7.47664746295482,7.73619297166171,7.92621012781869,8.03890847900716,8.12182776328213,8.18103833032376,8.21402735791142,8.21926399227102,8.2091625592612,8.19276959283193,8.17256579708195,8.15532662266219,8.14196536253957,8.12327215626064,8.0947208725254,8.06641075472798,8.04556562467128,8.02625087124676,8.01318801228259,8.01778429608121,8.03315033082194,8.05468922151231,8.08709294641054,8.12096857829682,8.15294118217736,8.17962131841678,8.19602627463586,8.21789807532194,8.26280618355344,8.3239941828329,8.39051275583056,8.46539962284863,8.54543240515187,8.6146454492791,8.67395450862699,8.72570119499695,8.76179640265606,8.78244690715861,8.78562152212268,8.77403426408467,8.75952751093805,8.74356413512441,8.72637913082288,8.72518178149608,8.73880794425554,8.74027159979119,8.72956907678672,8.7206091838683,8.7170504270072
"Population ages 30-34, female",13940240,14246280,14562254,14880563,15193242,15481062,15752516,16036246,16298598,16492378,16657423,16773020,16840800,16921737,17074352,17339831,17690276,18109811,18541734,19198243,20135183,21140421,22227713,23434028,24541999,25461336,26339754,27173735,27948378,28661343,29355928,30051172,30749515,31468008,32187853,32879472,33545460,34213497,34904436,35601932,36317460,37098174,37899730,38706397,39579451,40450529,41306452,42138623,42896550,43686833,44629270,45659601,46730132,47887900,49086606,50219357,51330732,52415662,53371842,54201524,54935788,55548766,56041315,56475213,56880627,57303129
"Population ages 30-34, female (% of female population)",6.60385100555441,6.59191785723015,6.5823948291937,6.57176425057836,6.55573539157162,6.53169753858831,6.50510776479697,6.48155433894578,6.44683404611717,6.38515324064943,6.30774677686367,6.21239797411029,6.10168832724719,5.99503563159388,5.91261880594812,5.86662874861427,5.84809576509728,5.84938390801769,5.85389603404425,5.92322138173482,6.06771957083016,6.22347976208428,6.39284936128598,6.58390439564343,6.73507836421771,6.82590373145445,6.89905237173262,6.95558008206029,6.99334665943016,7.01206239996375,7.02377877912196,7.03528013070306,7.04679338676439,7.0616952190869,7.07768171117154,7.08675976967217,7.0885700270785,7.09028793676653,7.096130026979,7.10280479887014,7.11173750649094,7.13078815683147,7.15457342686153,7.18150886427087,7.21954953667091,7.25895373863422,7.29714866564423,7.33230155571422,7.35689931095776,7.38405355388959,7.43346063563728,7.49704340771389,7.56692400118842,7.65040077472483,7.74223163164065,7.8256725149608,7.90278391803466,7.97513797063716,8.03056377341907,8.06955464547153,8.09734200986185,8.11784398257103,8.12320404072201,8.1120829875758,8.09559152591286,8.08121992958284
"Population ages 30-34, male",15329061,15586058,15818424,16030076,16241876,16441687,16631247,16854595,17065594,17212439,17381085,17515842,17613533,17751300,17970171,18312254,18730841,19216482,19748626,20607846,21814367,23084308,24441771,25880568,27129730,28135112,29086832,29979864,30798642,31543070,32260008,32966104,33665180,34379759,35091918,35769513,36418745,37073633,37758420,38459187,39191270,40005638,40857148,41727411,42681664,43650974,44621798,45579490,46463713,47383521,48471008,49654984,50868085,52158762,53479453,54702243,55871101,57007531,58008072,58853778,59595633,60236182,60778165,61296086,61846646,62475100
"Population ages 30-34, male (% of male population)",6.81601327216435,6.76339191245466,6.7012240121839,6.63203375483142,6.5630469032671,6.49546146076453,6.43165790129238,6.3796571725943,6.32290049106109,6.24571524033824,6.16819796166914,6.07970055810181,5.98123535066331,5.89346497606657,5.82948885932022,5.7997465433165,5.79246683916103,5.80209404175622,5.82578597553562,5.93821942206024,6.13602530804798,6.34170097029477,6.5594893091567,6.78489967227228,6.94770535395398,7.04016136711277,7.11339954165397,7.1678273194024,7.20098201688471,7.2132059182684,7.21665563351176,7.2170955127616,7.21507111207436,7.21501568384495,7.21485633738096,7.20658697473752,7.19105145614063,7.17655866477612,7.16770718788107,7.16201763409049,7.16144796788713,7.17403225226869,7.19476776941637,7.22139960037517,7.26168283037288,7.30650496051065,7.35343150463715,7.39953730360594,7.43595762473684,7.47507139099393,7.53710974347387,7.61357424628095,7.69426758727553,7.78632297088666,7.88473015406888,7.97061688893259,8.04575538593707,8.11588577019845,8.16957376962546,8.204320101353,8.22944654071049,8.25238976935113,8.26316331720342,8.2622278968137,8.26469461846743,8.27730950745326
"Population ages 35-39, female",12118722,12341797,12574907,12818947,13078632,13347509,13623015,13916187,14213778,14497900,14785070,15066993,15352691,15634931,15875475,16076844,16234975,16359613,16480045,16665256,16948953,17306105,17723191,18163572,18818300,19733456,20727294,21803278,22993930,24090198,25009851,25889781,26726205,27505127,28208844,28884377,29572425,30267845,30978892,31703368,32400314,33062259,33711744,34370687,35049670,35743339,36496865,37287066,38084326,38945290,39836461,40720278,41583160,42400218,43228508,44165812,45194423,46276897,47428167,48603778,49741493,50846894,51884187,52815123,53665702,54419838
"Population ages 35-39, female (% of female population)",5.74095118421275,5.71069163561362,5.68407881933623,5.66128429580647,5.64330184931834,5.63151879900651,5.62571557400951,5.62466603995355,5.62219329212682,5.612975470706,5.59873399610316,5.58051918469857,5.56252307000719,5.53914597774623,5.49746378842264,5.43931901514654,5.36699871409356,5.28407833457174,5.20299072710086,5.14172057630664,5.1075519811854,5.09470429484909,5.09731673522706,5.10314412322824,5.16431957994691,5.29032206055253,5.4290061642299,5.58092028831824,5.75362622746329,5.89372143529639,5.98392441277791,6.06105683234058,6.12478096601859,6.17239030087718,6.20275032737506,6.2256670061027,6.24901867205883,6.27260453017764,6.29806029739915,6.32501725947755,6.34467641326657,6.35502873369941,6.36398072948924,6.37706973757749,6.39328790081483,6.41423612198793,6.44749291484217,6.48810979091354,6.53158715499228,6.58262656467852,6.63516934754824,6.68603494786683,6.73348440857647,6.77370820340937,6.8182574818292,6.88234985785462,6.95804920134177,7.04111381725031,7.13625210368175,7.23615894171844,7.33172118181574,7.43071686759571,7.52062711994489,7.58634873630355,7.63802414385068,7.67460149003312
"Population ages 35-39, male",13476307,13741811,14013965,14283405,14542327,14776893,14982336,15178661,15355524,15511524,15708393,15913214,16131969,16373647,16602752,16828440,17028085,17215721,17404982,17661484,18014260,18420905,18877161,19402433,20238427,21386892,22621912,23946834,25348480,26570636,27570306,28522822,29421133,30245686,30976886,31666537,32356878,33043374,33739185,34443197,35111971,35741925,36361713,36996965,37662367,38355680,39126221,39950819,40797047,41726815,42707164,43699306,44683346,45624996,46582343,47663838,48846263,50072775,51357720,52655474,53887018,55044608,56125722,57104699,57979905,58751434
"Population ages 35-39, male (% of male population)",5.99219269671909,5.96310217512546,5.93679341338257,5.90939332377013,5.87628985995846,5.83776687535838,5.79398902627156,5.74529694732192,5.68930991120235,5.6285204358274,5.57459316744022,5.52343245819568,5.47812332697059,5.43608174291563,5.38590076956177,5.32980193041278,5.26589340904316,5.1979978561444,5.13441809102359,5.08921526015365,5.06711713120981,5.06057482604016,5.06610312677364,5.08657939216305,5.18289812471791,5.3515751883601,5.53235559175418,5.7254019457729,5.92668800369597,6.07611979066766,6.16755605642971,6.24435129720047,6.30549320217658,6.34742955658463,6.36881069574055,6.37994865261984,6.38901674024068,6.39639808678413,6.40473300624732,6.41414445607965,6.41603473900534,6.40943965718453,6.40314111818456,6.40274251057882,6.4077203603389,6.42015371692926,6.44778999004208,6.48575873710103,6.52907605491914,6.58268770368071,6.6408477073278,6.70039307115577,6.75876855974232,6.81095448380711,6.86785648187553,6.94505693585814,7.03413893941732,7.12861819240132,7.23297071132194,7.34026562156202,7.44115485557984,7.54114123287144,7.63063523714842,7.69726212613417,7.74797405881562,7.78396191580418
"Population ages 40-44, female",10640933,10820724,10994530,11167051,11349949,11544055,11746117,11963416,12193809,12435174,12703625,12986124,13280324,13589176,13900691,14208030,14514081,14833094,15138866,15402070,15620468,15791430,15925226,16062133,16257990,16539808,16900218,17319567,17759565,18410574,19322256,20311428,21381341,22564215,23645459,24547263,25417897,26248894,27021014,27727675,28407483,29093694,29778206,30469853,31183208,31867057,32512912,33156226,33809405,34479670,35183832,35950716,36754522,37582860,38460308,39340434,40216338,41081344,41890672,42701924,43638105,44646286,45685257,46820958,48012517,49166660
"Population ages 40-44, female (% of female population)",5.04088441895759,5.00687363745195,4.96972085649756,4.93175089088145,4.89739203468443,4.87061389127103,4.85063790603615,4.83539185549469,4.82320384866527,4.81437475975647,4.81054333598779,4.80980589238819,4.81167153180732,4.81437539916856,4.81362293487885,4.80703864927917,4.79810126367609,4.79101986621538,4.77956110061094,4.75199032585277,4.70721420257895,4.64880275297128,4.58020913167538,4.51273446484498,4.46169188709368,4.43414047706263,4.4265974950145,4.43323810553565,4.44386392824219,4.50418857578133,4.62309518356955,4.75510865972748,4.89991114609492,5.06360659113842,5.19932252634917,5.29085620746556,5.37111549938534,5.43973078626015,5.49341721511204,5.5318420093469,5.56279447604465,5.59221501892711,5.62142170734449,5.65331665069302,5.68802015137382,5.71862712968278,5.74369233262349,5.76932588098334,5.79842423052794,5.82783674382047,5.86022655340292,5.90290051240079,5.9515918909454,6.00410413190644,6.06618860809296,6.13041206865311,6.19163257372722,6.25060092834349,6.3030561512691,6.35748753521302,6.43210324050768,6.52456589493356,6.62209050951466,6.72534856659611,6.8334289232633,6.93376789476727
"Population ages 40-44, male",11735929,11975893,12202704,12421046,12646494,12873670,13098839,13340516,13581677,13800456,14032433,14249996,14446165,14645969,14858612,15094049,15342247,15620645,15896357,16151866,16387483,16584077,16758477,16950537,17201030,17525782,17919435,18364185,18874111,19691743,20825636,22047651,23359426,24744978,25942101,26912752,27844716,28725628,29530411,30251397,30931290,31604545,32263580,32922316,33598284,34237527,34836006,35436060,36053197,36699825,37397363,38177058,39012913,39890613,40837409,41806384,42791419,43779615,44714951,45655208,46734880,47879391,49042941,50308226,51622180,52873264
"Population ages 40-44, male (% of male population)",5.21833971599294,5.19680198016249,5.16948146716516,5.13888973616201,5.11021802205937,5.08587879963902,5.06560073942357,5.04953818886055,5.0320892157242,5.00764114509165,4.97982844821021,4.94613408371869,4.90565477361781,4.86248921637113,4.820105113021,4.78049624105657,4.74455244746752,4.71639144370385,4.68937818850772,4.65421380840116,4.60953147008359,4.55596331383179,4.49750746128436,4.44378559071934,4.40504520145217,4.3854216697186,4.3823302210039,4.39065728684242,4.4129261182757,4.50306821097476,4.658754063572,4.82677621558136,5.00635722797443,5.19303835035369,5.33366483809732,5.42218976046284,5.49806927143118,5.56058678459027,5.6057785990419,5.63353145073283,5.65209608962984,5.66750170466625,5.68147754971469,5.69757849596337,5.71627390283547,5.73083802549173,5.74078571059402,5.75281662569762,5.76987999244118,5.78964598076162,5.81518804271484,5.85366950450682,5.90106329008785,5.95491893197368,6.02085352605926,6.09157226679522,6.16220698692452,6.23269152535064,6.29743553532352,6.36441622840084,6.45352985086206,6.55950266653957,6.66768777413941,6.78115121896051,6.89837817946598,7.00516485665394
"Population ages 45-49, female",9218724,9372824,9543430,9724988,9905013,10075626,10238426,10399365,10561916,10732940,10927182,11134791,11353659,11590977,11848311,12127644,12423447,12737067,13059281,13383529,13700264,14013169,14336441,14652008,14923866,15145726,15325558,15469121,15613843,15815680,16103681,16467713,16888662,17329429,17970396,18862106,19834292,20887101,22048453,23116527,24011090,24872206,25689741,26445383,27143056,27813569,28488715,29168584,29855591,30561802,31250672,31903689,32553963,33224459,33902368,34595836,35352548,36151680,36968547,37828159,38698224,39534514,40351898,41153460,41973609,42919098
"Population ages 45-49, female (% of female population)",4.36714709638978,4.33691362926149,4.31379814448862,4.29488667610128,4.27391627659699,4.25106138130479,4.22802696140005,4.20323111773599,4.17771624112525,4.15534192917919,4.13784888032364,4.12410842236767,4.11361031494021,4.1064533219907,4.10291110835582,4.10317625885577,4.10697407234136,4.11401298830977,4.12300576528158,4.1292113591469,4.12856257786183,4.12530444048769,4.12326319340136,4.11655298090137,4.09556728964254,4.06040231427709,4.01415393887224,3.95958494091346,3.90695355671232,3.86934188875444,3.85301023176799,3.8552566107002,3.87033465822359,3.88887499487268,3.95145170603802,4.06549156278537,4.19123092150749,4.32857127274433,4.48248718702951,4.61188947154353,4.70188634680756,4.78078606117039,4.84961593985679,4.90662447571264,4.95107012395479,4.99121805495574,5.03278255814758,5.07545903836492,5.12033195531699,5.1656292819528,5.20511850261143,5.23840191462041,5.27140320814762,5.30782147931946,5.34728319255726,5.39106236690411,5.44281259166042,5.50054368521752,5.56245141978466,5.63187847242239,5.7039822156412,5.77753638269426,5.84901879882733,5.9112708205251,5.97393543732174,6.05270035259434
"Population ages 45-49, male",9963447,10161309,10382913,10619222,10854736,11076151,11282111,11482545,11677989,11873725,12096610,12327811,12566308,12817766,13068670,13321761,13564760,13798692,14020054,14248554,14488103,14731046,14996267,15269722,15519436,15737496,15929191,16101887,16290580,16538255,16864573,17259803,17705892,18214658,19013075,20111528,21299428,22574328,23916659,25082317,26029806,26934779,27783274,28551913,29245497,29897858,30542132,31180344,31819670,32476107,33113155,33715804,34323022,34961217,35620188,36310889,37084625,37920627,38790269,39720245,40676622,41599128,42517134,43441588,44391111,45480453
"Population ages 45-49, male (% of male population)",4.43021180413504,4.40938394644424,4.39855592196823,4.39343136951119,4.38620120089317,4.37575000388394,4.36303325624069,4.34627487293668,4.32676186862507,4.3085064367392,4.29284410203422,4.27894897873302,4.26728951993619,4.25552236587999,4.23945137590134,4.21918772591504,4.19486894795471,4.16628318004212,4.13587421851506,4.10576812006283,4.07526675589406,4.04689997814994,4.02457960447135,4.00313987680096,3.97440264148399,3.93794443875721,3.89560134655157,3.84976875170768,3.80887492768919,3.78193500933167,3.77265299336629,3.77859776158108,3.79470038754861,3.82257028204174,3.90906550932169,4.05192762207393,4.20567157466648,4.36984406095565,4.54011604893426,4.67092533030863,4.75644460778944,4.83009352966023,4.89251496216642,4.94123091241263,4.97570870389362,5.00444369534959,5.0331784476921,5.06192848071064,5.09235490029195,5.12332585682178,5.14900537272008,5.16962770210224,5.19167389983276,5.21905273799979,5.25165380885682,5.2908284058891,5.34039635265832,5.39857582018344,5.46303215845279,5.53707201690097,5.61695663515628,5.69910328060505,5.78046446882316,5.85558269178047,5.93207547677109,6.02569314625389
"Population ages 50-54, female",7923907,8116638,8257927,8366934,8480555,8608389,8746044,8901219,9069248,9235947,9402647,9566626,9727028,9892267,10071384,10271017,10486098,10716854,10962486,11227554,11512071,11811247,12126559,12453638,12781393,13098089,13413738,13739162,14055689,14329437,14555889,14740990,14890643,15041138,15242430,15523861,15881743,16296080,16729212,17361374,18238830,19193188,20223270,21356247,22404010,23284342,24131131,24938915,25685262,26372233,27038079,27707199,28378968,29063127,29759907,30429605,31067442,31709531,32371094,33040553,33728260,34428137,35179011,36015162,36894343,37771682
"Population ages 50-54, female (% of female population)",3.75375912371302,3.75566166584638,3.73272796185684,3.69512348075463,3.65927635956842,3.6320113725086,3.61173776492511,3.59770836829335,3.5872982303149,3.57576937116606,3.56054564590431,3.5432910166249,3.5242561639831,3.50463407744477,3.48758495946482,3.47501881297933,3.46652071625354,3.46149367637614,3.46101682392087,3.46402981696645,3.46915240390347,3.4770858351412,3.48768516840877,3.49891022663697,3.50760690164642,3.51145338877828,3.51339959221715,3.51677247569338,3.51706649865713,3.50572929909044,3.48268133537165,3.45101346786206,3.41245326308071,3.37536255345664,3.35160807540697,3.34597451193164,3.35600840559526,3.37714370137137,3.40107674131804,3.46370108684493,3.57155405101326,3.68919925378646,3.81767558036779,3.96239607443963,4.08663718971988,4.17843636637083,4.26297703218855,4.33947837077128,4.40510690281906,4.45749817980409,4.50346828165048,4.54936243549668,4.5953539757093,4.64302194960346,4.69390967577276,4.74183948180319,4.78308549062237,4.82466258146198,4.87069827564927,4.91909688646574,4.97142698860088,5.03129529063852,5.09920733130198,5.17320720683152,5.2510239486762,5.32678185819567
"Population ages 50-54, male",8486311,8670166,8814895,8938057,9073984,9227723,9395150,9588862,9799311,10006171,10218171,10423870,10619024,10817145,11028158,11258577,11499534,11755030,12012414,12266013,12514853,12748630,12969925,13186920,13408344,13632531,13867526,14125252,14390115,14634252,14852999,15048510,15227531,15421915,15666466,15981397,16365051,16797907,17288875,18060366,19118261,20257105,21472995,22748143,23860531,24766168,25630687,26446946,27188726,27860587,28505383,29147488,29787479,30439456,31104157,31740147,32346511,32963398,33606373,34265392,34948447,35642934,36406736,37281135,38222139,39188006
"Population ages 50-54, male (% of male population)",3.77340867883042,3.76231966320151,3.73429021999156,3.69789216286875,3.66663190620217,3.64550907197725,3.63330497995608,3.6294939664961,3.6307010555455,3.6308449097512,3.62622347512182,3.61809666285998,3.60602728315427,3.59131241359547,3.57751321341478,3.56574854403028,3.55620286771623,3.54923390887394,3.54362637038384,3.53449247572227,3.52022375778258,3.50229238277702,3.48076582086951,3.45710834176379,3.43376884471347,3.41122573395717,3.39140593887906,3.37717894552337,3.36453020409565,3.34653141907547,3.32265827448717,3.29449103220532,3.26354165920236,3.23647866788872,3.22100661166369,3.21981830369096,3.23135578141663,3.2516686520867,3.28195919235702,3.36327082705887,3.49349310160109,3.63261600828806,3.78130192393358,3.93682298596185,4.05953272855345,4.14547750813885,4.22379881677063,4.29349173265106,4.3512281634099,4.39519623462473,4.43250938240236,4.46916998262618,4.50563122090275,4.54403878961148,4.58583394355351,4.62482958396063,4.65808106096859,4.6928390990862,4.73295760837437,4.77665591416524,4.82596401622376,4.88310138732328,4.94971848970813,5.02520238817518,5.10770311618214,5.19200863673031
"Population ages 55-59, female",6010352,6198428,6457960,6751877,7020276,7236119,7404798,7527464,7623375,7724503,7844887,7978076,8126241,8287687,8451662,8616376,8781787,8948429,9119140,9303915,9507589,9725684,9958496,10207925,10475118,10758425,11057159,11370706,11694074,12017348,12330356,12641282,12960470,13270276,13536116,13754868,13936735,14087273,14240342,14446226,14731182,15090335,15503772,15935446,16562573,17426197,18363162,19373962,20480024,21500402,22360725,23182756,23960204,24676117,25325849,25944571,26565163,27190746,27827632,28478409,29100528,29622416,30170522,30831921,31528368,32264621
"Population ages 55-59, female (% of female population)",2.84725852787611,2.86808403456589,2.91911145837312,2.98185921412397,3.02918067846668,3.05302960877181,3.05786119738729,3.04246216430369,3.0153903551729,2.99060199538434,2.97066131864697,2.95492303590516,2.94426570317904,2.93616322402453,2.92669713884695,2.91520013619914,2.90310515023543,2.89030070602784,2.87904558871863,2.87053074734901,2.86510352782538,2.86312174095245,2.86413473095361,2.86796622603316,2.87469407716464,2.88421524118266,2.89615153670663,2.91052570248574,2.92613458200097,2.9400714950486,2.95019429590923,2.9594506850162,2.97012008960211,2.97796568870871,2.97641238116557,2.96469014654177,2.94500430365596,2.91939810387383,2.89508522679202,2.88211099911545,2.88468144799259,2.90057360277966,2.92674588300778,2.95663138533472,3.02112114259059,3.12717685010563,3.2440144788008,3.37115263655796,3.51239155336836,3.63404959982176,3.7244071196776,3.80647496333662,3.87983159818532,3.94216882486216,3.99454366634757,4.04293743164847,4.08992314648314,4.13712124737721,4.18706885654273,4.2398822151493,4.28931548191404,4.32899178129026,4.37322539914508,4.42868806565424,4.48730624672013,4.55014420801889
"Population ages 55-59, male",6573003,6754002,6980772,7228627,7456419,7644686,7796012,7915043,8018428,8133033,8276927,8439518,8622043,8823222,9028351,9235164,9438570,9637983,9833955,10039872,10259389,10485104,10721850,10965553,11204761,11435192,11657172,11869222,12077385,12291191,12510818,12741641,12994396,13253783,13490263,13700844,13892989,14072037,14266012,14510083,14820640,15194178,15611438,16081179,16817666,17822259,18900741,20052437,21257285,22309943,23176128,24003641,24785108,25501232,26147775,26761739,27375445,27991664,28617405,29253476,29842077,30308028,30815092,31457519,32137630,32866162
"Population ages 55-59, male (% of male population)",2.92266275709752,2.93082214687727,2.95729315069447,2.99065924260552,3.01300330829458,3.02011344972784,3.01488419273746,2.9959342929617,2.9708736668747,2.95115680648133,2.93731514748845,2.9293332167642,2.92788884886785,2.92932637596814,2.92877967452467,2.92490539318431,2.91885464591114,2.91002696736066,2.90098742366426,2.89302253643582,2.88579857055718,2.88045849325833,2.87744535571427,2.8747506002712,2.86944910340793,2.86139257110466,2.85084753771759,2.8377891338252,2.82379433431175,2.81072481094981,2.79870560477047,2.78946035255847,2.78493961456675,2.78146957359452,2.77358198885348,2.76034860450812,2.7432354907192,2.72400604562826,2.70812700199843,2.70212330245167,2.70818592486313,2.72470393877221,2.74910707311303,2.78302950531635,2.86128863368559,2.98317334910829,3.11474011715949,3.2553842070181,3.40197246349942,3.519544625103,3.60382482929672,3.6804664549801,3.74897642120861,3.80685474112551,3.85509088755739,3.89942995327079,3.94221935992068,3.9850375138541,4.03033562593029,4.0779859386101,4.12083511782258,4.15221642571241,4.18950022159929,4.24022498234978,4.29461772015324,4.35442912770206
"Population ages 60-64, female",4988724,5101196,5134077,5134806,5176840,5280811,5441304,5663347,5916388,6147254,6336192,6487144,6597839,6686239,6782064,6896911,7026071,7171773,7329057,7489318,7650247,7812113,7975811,8145675,8328719,8528322,8742811,8971182,9214632,9474571,9750001,10039111,10341072,10651256,10959101,11256080,11552479,11857711,12155223,12415024,12633499,12819832,12979153,13142608,13358193,13647704,14006532,14417473,14844277,15454467,16289077,17188943,18152621,19201194,20162720,20966787,21730518,22450059,23107841,23701669,24253235,24710449,25198184,25809183,26456422,27111462
"Population ages 60-64, female (% of female population)",2.36328699387897,2.36038214927904,2.32069284097674,2.2677054963885,2.23375563468521,2.22805537994091,2.24702333456211,2.28902008765259,2.34019947104281,2.37995731159076,2.39935667234608,2.40271103494551,2.39050147328846,2.36880197605426,2.34853758242205,2.33344922349644,2.3226959905162,2.31644899983527,2.3138904178289,2.31067433394162,2.30539516048028,2.29978997601375,2.29390033320512,2.28856704846897,2.2856562741984,2.28634919090047,2.28996498656313,2.29632680159357,2.30571918218458,2.31797522763979,2.33281146628793,2.35025628303983,2.36983897035689,2.3902346653932,2.40976076222732,2.42610757621854,2.44118156977272,2.45735131126233,2.47117716577349,2.47687378441395,2.47391013117064,2.46415106485008,2.45015737993305,2.43845370239095,2.43662136910162,2.4491164405798,2.47437730868998,2.50870233987397,2.54584232312126,2.61215114102558,2.71311213530763,2.82232540323162,2.93942048596908,3.06751450615885,3.18018416212809,3.26725032314855,3.34559012043229,3.41581719757452,3.47690819499559,3.52871836563818,3.57484160285409,3.6111615822623,3.65248370934295,3.70722352819762,3.76543651315535,3.82341580241169
"Population ages 60-64, male",5195122,5335950,5419792,5477094,5557540,5672182,5816868,6001793,6207202,6395341,6558814,6695522,6802030,6896555,7004824,7137358,7287748,7458887,7641859,7826831,8010694,8189550,8364145,8540075,8725105,8920320,9125470,9342254,9566165,9788183,10005628,10217233,10421472,10623119,10828039,11037229,11258929,11501875,11751398,11983107,12192990,12386907,12569354,12765281,13008534,13310862,13669113,14068036,14513843,15204073,16143068,17147118,18214166,19329033,20303305,21104277,21869587,22594382,23257654,23856378,24391302,24812283,25280408,25884769,26519323,27151107
